ID,Section ID,Section Name,Section Name Arabic,Attribute ID,Attribute Name,Parameter ID,Parameter Name,Mandate Level,Value Description,PE,CE,SR,PR,PF,Website,Mobile,EServices
136,QGOC-1,Content -Information,محتوى المعلومات,QGOC-1.3,Content Workflow,QGOC-1.3.2,For Small Websites,M2,"Entities running small websites (information and content only) shall adopt a 2-tiered structure to implement CMAP, requiring minimum of two officials to execute the CMAP roles, viz.,
• Contributor
• Moderator/Approver
",,Y,,,,Y,,
137,QGOC-1,Content -Information,محتوى المعلومات,QGOC-1.3,Content Workflow,QGOC-1.3.3,For Large Websites,M2,"Entities running small websites (information, content, and e-services) shall adopt a 3-tiered structure to implement CMAP, requiring minimum 4 officials to execute the CMAP roles, viz.,
• Contributor
• Moderator
• Approver
",,Y,,,,Y,,
138,QGOC-1,Content -Information,محتوى المعلومات,QGOC-1.4,      Content Audit,QGOC-1.4.1,Content Review,M2,"Every piece of content published online must have a review date. Web content management systems must be configured to notify content authors on time to review the content and either delete it or set a new review date. However, some content requires immediate review and update once specific events occur such as new minister appointment, new department, service cancelation, etc.",,Y,,,,Y,,
139,QGOC-1,Content -Information,محتوى المعلومات,QGOC-1.4,      Content Audit,QGOC-1.4.2,Review & Expiry Date,M3,"Review date can vary between 1 and 52 weeks depending on the content nature, use the below matrix as a general guideline to determine both review and expiry dates.

Content Element /Review Frequency /Expiry Date
About entity/head/department/ 6 months/ N/A
Vision, mission, objectives, and other static pages /12 months/ N/A
Policies, standards, guidelines, acts, rules /6 months/ N/A
Services/ 3 months/ Based on service availability
Directory/ 3 months / audited by AD team N/A
Homepage highlighted messages (carousel)/ 1 week /4 weeks at most
Banners /4 weeks/ 12 weeks
Tenders publishing /1 week /Tender end date
Events micro pages /1 week /Event end date
Articles and news 6 months N/A
Photo galleries 6 months N/A
",,Y,,,,Y,,
140,QGOC-1,Content -Information,محتوى المعلومات,QGOC-1.13,Content Review,QGOC-1.13.1,Static Content Page,M2,Agencies shall review and update the content to keep it updated as and when it is changed ,,,,,,Y,,
141,QGOC-1,Content -Information,محتوى المعلومات,QGOC-1.13,Content Review,QGOC-1.13.2,Information Page,M2,Agencies shall review and update the content to keep it update in Daily Frequency,,,,,,Y,,
142,QGOC-1,Content -Information,محتوى المعلومات,QGOC-1.13,Content Review,QGOC-1.13.3,"Newsletter, Circulars, Notifications etc",M2,Review and update the content is not required,,,,,,Y,,
143,QGOC-1,Content -Information,محتوى المعلومات,QGOC-1.13,Content Review,QGOC-1.13.4,"Acts, Rules",M2,Agencies shall review and update the content to keep it updated as and when it is changed or yearly.,,,,,,Y,,
144,QGOC-1,Content -Information,محتوى المعلومات,QGOC-1.5,Content Archival,QGOC-1.5.1,Archival,M2,Entities shall archive online content and information shall be archived after entering (Yth) year from the date of publishing.,,Y,,,,Y,,
145,QGOC-1,Content -Information,محتوى المعلومات,QGOC-1.5,Content Archival,QGOC-1.5.2,Retrieval,M2,"Entities shall maintain the archive for a period of 8 years to allow for the retrieval of content, which has expired.",,Y,,,,Y,,
146,QGOC-1,Content -Information,محتوى المعلومات,QGOC-1.5,Content Archival,QGOC-1.5.3,Purge,M2,"Entities shall purge expired contents, such as Schemes, Tenders, Forms, Recruitment Notices, which have been withdrawn, or discontinued, or have exceeded more than 8 after archiving, may be expunged",,Y,,,,Y,,
147,QGOC-1,Content -Information,محتوى المعلومات,QGOC-1.15,Social Media,QGOC-1.15.1,Account,M2,Only verified social media accounts should be listed on government websites; exceptions could be given in case the account is in the verification process.,,,,,,Y,,
148,QGOC-1,Content -Information,محتوى المعلومات,QGOC-1.15,Social Media,QGOC-1.15.2,Meta tags,M3,"Use appropriate tags for social media channels such as Facebook and Twitter, which require specific og-meta-tags to be added in the HTML header to describe and specify the content type/group of the page. ",,,,,,Y,,
149,QGOC-1,Content -Information,محتوى المعلومات,QGOC-1.15,Social Media,QGOC-1.15.3,Purge,M2,"Agencies shall purge expired contents, such as Schemes, Tenders, Forms, Recruitment Notices, which have been withdrawn, or discontinued, or have exceeded more than 8 after archiving, may be expunged",,,,,,Y,,
150,QGWS-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGWS-2.1,Logos,QGWS-2.1.1,Size,M2,"The logo has to be based on the visual identity policy, and the size in the portal shall be within the range 250 px (width) x 100 px (height)",,,,,,Y,,
151,QGWS-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.1,Logos,QGWS-2.1.2,Positioning,M1,The Logo shall be positioned as per the Qatar Govt. Website Layout and Mobile Layout.,,,,,,Y,,
152,QGWS-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGWS-2.1,Logos,QGWS-2.1.3,Alt Text,M1,Logo should have an Alternative text in both English and Arabic,,,,,,Y,,
153,QGWS-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGWS-2.1,Logos,QGWS-2.3.4,Resolution,M1,Logo image must be in the following resolution range should be 72 PPI or more,,,,,,Y,,
154,QGOC-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.1,Images,QGOC-2.1.1,Image Usage,M2,"• All images must be correctly labeled, e.g. <img src=""..."" alt=”Ministry Main Building"" />
• Images using wide color palettes such as photos, portrait, etc. must be saved as JPG.
• Images using few color palettes such as graphs, ornaments, etc., must be saved as PNG.
• All images must be saved for web with 72 dpi.
• Images file size must not exceed 50kb for thumbnails, and 200kb for large images.
• Images must not be stretched or squeezed and must maintain its original aspect ratio.
• Images must not be mirrored for aesthetic reasons.
• Images must be resized and cropped to the desired dimension prior adding it to the content.

",,Y,,,,Y,,
155,QGOC-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.1,Images,QGOC-2.1.2,Royal Photos,M1,All photos of the Amir and the royal family must be approved ahead by the Amiri Diwan prior publishing on government websites.,,Y,,,,Y,,
156,QGOC-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.1,Images,QGOC-2.1.3,Royalty-Free Images,M2,"• Use proprietary images to increase the content ingenuity.
• Searching for free images using search engines such Google, Bing, etc. might pick original or reused copyrighted images from different sites, thus, using free images is NOT allowed.
• Stock and Royalty-Free images purchased/downloaded from stock images providers such as Shutterstock, Getty Images, iStock, etc. can be used without referrals or contributions.
• Using images from different websites is allowed but must add referrals or contribution.
• A general rule for using royalty-free images is reading the term and license prior usage.
",,Y,,,,Y,,
157,QGOC-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.1,Images,QGOC-2.1.4,Background Image,M2,"Background images must be simple and carefully used, especially if used behind text. contrast ratio must follow WCAG 2.1 standards at all time. Contrast ratio can be measured using this free tool: https://contrast-ratio.com/

xt. ",,Y,,,,Y,,
158,QGOC-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.1,Images,QGOC-2.1.5,Thumbnails,M3,"Thumbnails are used to preview actual large images prior opening and loading the full size; thus, all thumbnails must be scaled down from actual images while maintaining the aspect ratio and ‘saved as’ into new files to reduce the actual file size. The recommended width of thumbnails is 480px to preserve resolution once viewed on small devices.",,Y,,,,Y,,
159,QGWS-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGWS-2.2,Images,QGWS-2.2.4,Alt Text,M2,Logo should have an Alternative text in both English and Arabic,,,,,,Y,,
160,QGWS-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGWS-2.2,Images,QGWS-2.2.5,Resolution,M3,"Any image published in the website of mobile site, should have a minimum resolution of 72 DPI",,,,,,Y,,
161,QGWS-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGWS-2.3,Royal Photos,QGWS-2.3.1,Photo of Amir,M1,"Policy for posting Amir's Photo to be followed as specified by Qatar Visual Identity. It must not be preceded by any image or, otherwise, the image is replaced by one relevant to the news content.",,,,,,Y,,
162,QGWS-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGWS-2.3,Royal Photos,QGWS-2.3.2,Photo of Family Members,M1,Policy for posting Royal Family Member's Photo,,,,,,Y,,
163,QGWS-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGWS-2.3,Royal Photos,QGWS-2.3.3,Photo of Royal Institutions,M1,Policy for posting Royal Institution's Photo,,,,,,Y,,
164,QGWS-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGWS-2.3,Royal Photos,QGWS-2.3.4,Alt Text,M1,Logo should have an Alternative text in both English and Arabic,,,,,,Y,,
165,QGWS-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGWS-2.3,Royal Photos,QGWS-2.3.5,Resolution,M1,"Any image published in the website of mobile site, should have a minimum resolution of 72 DPI",,,,,,Y,,
166,QGOC-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.2,Data Visualization,QGOC-2.2.1,Choice of Visualization,M3,"It is highly recommended to use dynamic graphical charts to display data sets instead of long tables or images, as they will be responsive and can have additional functionalities such as hover, filters, and more. Choice of chart type should be according to the data set visualized, and colors must follow the website visuals identity.

",,Y,,,,Y,,
167,QGOC-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.2,Data Visualization,QGOC-2.2.2,Data Labels & Number Annotations,M3,Include actual data labels and values with graphical displays of data when precise reading of the data is required,,Y,,,,Y,,
168,QGOC-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.3,Videos,QGOC-2.3.1,Video Usage,M3,"• Use videos and animations only when they help to convey or support your page content, such as how to use an e-service that includes many and complicated steps. 
• Avoid excessive use of videos and animations, sometimes listing few steps is more convenient.
",,Y,,,,Y,,
169,QGOC-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.3,Videos,QGOC-2.3.2,Video Hosting,M2,"Hosting videos on entities’ servers using a proprietary digital asset management system is the safest option, however, it can get quite expensive, challenging to maintain/support, and the loading speed will not be good enough comparing to other cloud video hosting services.

Embedding videos on entities websites from free video hosting services such as YouTube, Facebook, Vimeo, Dailymotion, etc. is not allowed, to avoid inappropriate ads and/or next suggested videos, even after disabling ads and monetization. 

Using premium enterprise cloud video hosting services that support Content Delivery Network or CDN such as Azure Media Services, is the highly recommended option, with advanced features like customizable players, security tools, custom branding, CRM and CMS integration, world-wide high-speed playbacks, support, and more.
",,Y,,,,Y,,
170,QGOC-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.4,Content Consideration,QGOC-2.4.1,Contents Considerations,M2,"Content should respect Qatari cultural values at all times. Any content related to the any of the following topic is strictly restricted and prohibited:
• Gambling
• Offensive Content
• Nudity/Sexually explicit or suggestive
• Non Sharia Complaint
• Illegal Activities Promotion
• Advocating against culture, religion, and leadership
",,Y,,,,Y,,
171,QGOC-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOS-2.5,Copyright & Credits,QGOS-2.5.1,Copyright,M1,"All content created for the agencies, by the agencies, shall be copyrighted.

Using free images from stock websites required to credit them. Always read the terms of an image's license before you use it.
",,Y,,,,Y,,
172,QGOC-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOS-2.5,Copyright & Credits,QGOS-2.5.2,Credits,M1,"All content (including text, image, audio, video) used from other sources, must have usage license, and credit must be mentioned",,Y,,,,Y,,
173,QGOC-2,Content (Graphics and Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOS-2.6,Organization Chart,QGOS-2.6.1,Organization Structure,M1,"All agencies must provide the organization structure of the respective agency, with clear profiles and roles",,Y,,,,Y,,
174,QGWS-3,Content (Eservices),المحتوى (الخدمات الالكترونيه),QGWS-3.1,Eservices Listing,QGWS-3.1.1,Eservices Page,M1,Agencies must provide dedicated page for all Eservices,,Y,,,,Y,,
175,QGWS-3,Content (Eservices),المحتوى (الخدمات الالكترونيه),QGWS-3.1,Eservices Listing,QGWS-3.1.2,Eservices Lists,M1,"The dedicated Eservices page must provide a list of Eservices provided by the Ministry or Agencies.

The users should be able to view the Eservices in a list view or a grid view",,Y,,,,Y,,
176,QGWS-3,Content (Eservices),المحتوى (الخدمات الالكترونيه),QGWS-3.1,Eservices Listing,QGWS-3.1.3,Most used / Trending Eservices,M2,The most used and trending eServices should also be displayed in the Eservices Page,,Y,,,,Y,,
177,QGWS-3,Content (Eservices),المحتوى (الخدمات الالكترونيه),QGWS-3.1,Eservices Listing,QGWS-3.1.4,Search Eservices,M1,"Users should be able to Search  Eservices on the Eservices Page.

Eservices will be searchable by applicable options for each agency or ministry, including but not limited to Department, Persona, Type, etc.",,Y,,,,Y,,
178,QGWS-3,Content (Eservices),المحتوى (الخدمات الالكترونيه),QGWS-3.1,Eservices Listing,QGWS-3.1.5,Sort Eservices,M1,"Users must  be able to atleast Sort Eservices on the Eservices Page by Name. 

Agencies may also provide other sort option such as sort by department / persona / type / etc.",,Y,,,,Y,,
179,QGWS-3,Content (Eservices),المحتوى (الخدمات الالكترونيه),QGWS-3.1,Eservices Listing,QGWS-3.1.6,Pagination or Scroll down,M1,"For minsitries and agencies providing a long list of Eservice, there should be provision for pagination or scroll down for more Eservices",,Y,,,,Y,,
180,QGWS-3,Content (Eservices),المحتوى (الخدمات الالكترونيه),QGWS-3.1,Eservices Listing,QGWS-3.1.7,Eservices Icon,M1,Minsitries or Agencies must provide an Icon to uniquely identify an Eservice,,Y,,,,Y,,
181,QGWS-3,Content (Eservices),المحتوى (الخدمات الالكترونيه),QGWS-3.1,Eservices Listing,QGWS-3.1.8,Eservices Name,M1,Minsitries or Agencies must provide an Name to uniquely identify an Eservice,,Y,,,,Y,,
182,QGWS-3,Content (Eservices),المحتوى (الخدمات الالكترونيه),QGWS-3.1,Eservices Listing,QGWS-3.1.9,Eservices Brief Description,M1,Minsitries or Agencies must provide a brief description of the Eservices,,Y,,,,Y,,
183,QGWS-3,Content (Eservices),المحتوى (الخدمات الالكترونيه),QGWS-3.1,Eservices Listing,QGWS-3.1.10,Eservices Parameters,M1,"Minsitries or Agencies must provide parametric information applicabel for the agency or minisitry , such as, but not limited to Department, Persona, Type, Sector, etc",,Y,,,,Y,,
184,QGWS-3,Content (Eservices),المحتوى (الخدمات الالكترونيه),QGWS-3.1,Eservices Listing,QGWS-3.1.11,Eservices Link,M1,"On click on Eservices, the users should be navigated to the respective Eservice Page.",,Y,,,,Y,,
185,QGWS-6,Search,البحث,QGWS-6.1,Search Scope - Internal,QGWS-6.1.1,Current site,M2,"Entities must provide options to user to choose to search in the current agency in the website.

",,Y,,,,Y,,
186,QGWS-6,Search,البحث,QGWS-6.1,Search Scope - Across Ministries,QGWS-6.1.2,All Qatar government websites,M2,Entities  must provide options to user to choose across all Qatar government websites.,,Y,,,,Y,,
187,QGWS-6,Search,البحث,QGWS-6.2,Search Results,QGWS-6.2.1,Page header and footer,M2,The search page should have a clear header and footer,,Y,,,,Y,,
188,QGWS-6,Search,البحث,QGWS-6.2,Search Results,QGWS-6.2.2,Breadcrumbs,M2,If rest of the site uses breadcrumbs then breadcrumbs must be used in the search result page.,,Y,,,,Y,,
189,QGWS-6,Search,البحث,QGWS-6.2,Search Results,QGWS-6.2.3,Site utilities search box,M2,The search box should have clear options to search in the site and search across whole of government.,,Y,,,,Y,,
190,QGWS-6,Search,البحث,QGWS-6.2,Search Results,QGWS-6.2.4,Page title (heading),M2,"The search result page title or page heading must be ‘Search results’.
The title or heading must be a H1.
The title or heading must follow section 6: style requirements ",,Y,,,,Y,,
191,QGWS-6,Search,البحث,QGWS-6.2,Search Results,QGWS-6.2.5,Result set description,M2,The result set must display the total number of results and which of these results are being displayed on the current page. The result set must indicate the search terms used.,,Y,,,,Y,,
192,QGWS-6,Search,البحث,QGWS-6.2,Search Results,QGWS-6.2.6,Search result entries,M2,"• Search results must have a relevant title linked to the result followed by a short description of the search result. 
• The search result title must be hyperlinked to the search result. 
• The text size of the title should be greater than the brief description of the result. 
• The results must be displayed in vertical list.
• The results must be ordered according to the relevance to the search terms, from most relevant to least relevant.",,Y,,,,Y,,
193,QGWS-6,Search,البحث,QGWS-6.2,Search Results,QGWS-6.2.7,File type and size,M2,"• The file type and size must be adjacent to the search result title
• It should not be hyperlink.
• Must be in the format ‘file type’, ‘numeric size’, ‘unit of measure’) e.g. (PDF, 1.7 MB)  ",,Y,,,,Y,,
194,QGWS-6,Search,البحث,QGWS-6.2,Search Results,QGWS-6.2.8,Pagination,M2,"For user’s easy navigation pagination must be used.
• Each page must display 10 search results at a time unless there are fewer number of results than 10.
• Search result page must display linked page number for each search page
• Must provide ‘Next’ and ‘Previous’ links at either end of the pagination if there are more than one page.
• Pagination element must be displayed at the bottom of the page just below the last search result.   
",,Y,,,,Y,,
195,QGWS-6,Search,البحث,QGWS-6.3,No Search Results,QGWS-6.3.1,No search results message text,M2,"The 'no search results' message text must be displayed below the Search box group, 'featured search' result or 'spelling suggestion', whichever comes last.
Example 'no search results message text':
'Your search for (insert search terms) did not return any results.",,Y,,,,Y,,
196,QGWS-6,Search,البحث,QGWS-6.3,No Search Results,QGWS-6.3.2,Search tips,M2,"The search tips must be provided when ‘no search results’ is found. 
The search tips must have a heading of ‘Tips for searching’",,Y,,,,Y,,
197,QGWS-6,Search,البحث,QGWS-6.3,No Search Results,QGWS-6.3.3,Alternative search options,M3,"The alternative search options should be provided when ‘no search results’ is found. 
The alternative search options must have a heading of ‘Alternatively you can try’",,Y,,,,Y,,
198,QGWS-6,Search,البحث,QGWS-6.4,Featured Searches,QGWS-6.4.1,Featured search result,M3,"Predefined recommended search results are ‘featured search’ results. These are displayed in search result page when search terms match predefined condition. 
• “Featured search” should be displayed above the normal search results.",,Y,,,,Y,,
199,QGWS-6,Search,البحث,QGWS-6.5,Spelling Suggestions,QGWS-6.5.1,Spelling suggestions display,M3,"When search terms are not recognized by the search engine then ‘spelling suggestions’ are displayed as alternative.
• The suggestions must follow the text ‘Did you mean:’.
• The line must end with a question mark.
• Corrected term must be bold. 
• ‘Spelling suggestions’ must be displayed above the search result entries.
",,Y,,,,Y,,
200,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.1,Assistive technologies ,QGWS-7.1.1,Text Zoom,M1,"• There should be option to resize text by the browser without loss of content or functionality. 
• The default browser function for text resizing should always be available.
",Y,,,,,Y,,
201,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.1,Assistive technologies ,QGWS-7.1.2,Screen Reader,M1,"• Websites and mobile apps should be accessible by screen readers by providing textual alternatives for any non-text content.
• Entities should provide text alternatives for any non-text content so that it can be changed into speech.
• The websites should be rigorously tested using screen readers

",Y,,,,,Y,,
202,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.1,Assistive technologies ,QGWS-7.1.3,Color Inversion,M1,The website should provide controls that allows users to invert the colors.,Y,,,,,Y,,
203,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.1,Assistive technologies ,QGWS-7.1.4,Virtual Keyboard,M1,"Entities should provide virtual keyboards supporting English and Arabic Keyboards, and option to choose in the forms",Y,,,,,Y,,
204,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.2,"Navigation, Content Structure, Sitemap",QGWS-7.2.1,"Website Platform, Structure, Layout and Design",M1,"• The web pages should appear and operate in predictable ways by structuring the web content systematically so as to enhance user interaction.
• All website links and buttons should actable by all the input devices.
• Website must be response and accessible when accessed using multiple devices; E.g. Tablets, mobile devices
",Y,,,,,Y,,
205,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.2,"Navigation, Content Structure, Sitemap",QGWS-7.2.2,Web Site Navigation ,M1,"• Pages that have no navigational options should not be created or user should not be directed into such pages.
• Browser’s Back button should not be disabled in Web pages.
• The hyperlinks on the horizontal navigation panel shall be consistent across the website.
• The website shall have a common, Web site-wide navigational scheme.
• On long pages, provide a ‘list of contents’ with links that take users to the corresponding content farther down the page.
",Y,,,,,Y,,
206,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.3,Style,QGWS-7.3.1,Colors and Contrast,M2,"Contrast (Minimum): The visual presentation of text and images of text has a contrast ratio of at least 4.5:1. WCAG 2.0 (AA)
o Web page background and foreground text colors should contrast
to the minimum requirements
o All visual presentations in the website which include; Web Design,
Flash, Videos, Photos and Graphics must have sufficient contrast
• Contrast (Enhanced): The visual presentation of text and images of text has a contrast ratio of at least 7:1. WCAG 2.0 (AAA)
• If Red TEXT is used on a white background, achieve a 8:1 contrast ratio or better Usability.

",Y,,,,,Y,,
207,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.3,Style,QGWS-7.3.2,CSS and Website Accessibility Features ,M2,"CSS shall be designed as per WCAG Guidelines or follow Qatar Govt. Website CSS and Style Templates which is as per WCAG standards.

Organize web pages so users may read / view web pages without associated style sheets.
",Y,,,,,Y,,
208,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.3,Style,QGWS-7.3.3,Frame / iFrame ,M3,"The iframes should avoided. If not, then it has to be as per WCAG Guidelines with Alternative Text and support assistive technologies",Y,,,,,Y,,
209,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.3,Style,QGWS-7.3.4,Tables,M3,Not Recommended for only layout purposes. Use Tables only for Tabular data as per WCAG Guidelines with Table caption and Table header,Y,Y,,,,Y,,
210,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.3,Style,QGWS-7.3.5,Text ,M2,"Should support WCAG Guidelines.

For English Text
o Use open typeface; San-Serif, recommended fonts are Verdana or Arial. 
If possible, avoid using Serif style typeface.
o Minimum Font size, CSS 100%, equivalent to 12 points
o Fonts must be able to scale to 200% without clipping or run off

For Arabic Text
o Use Arabic “Naskh” Type, equivalent web font;
Comic Sans MS, Cursive, Arial or Tahoma as second choices
o Minimum Font size, CSS 140%, equivalent to 16 points
o Font must be able to scale to 240% without clipping or run off
o Use the Right to Left attribute for Arabic text;
 
When using CSS fonts, always use scalable relative sizing (%).
",Y,Y,,,,Y,,
211,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.3,Style,QGWS-7.3.6,Headings ,M2,"The text content should be readable so that screen readers and assistive technologies can correctly present and pronounce content written in multiple human languages.

Use Heading structure; Titles H1, Main Headings H2, Sub Headings H3
",Y,Y,,,,Y,,
212,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.3,Style,QGWS-7.3.7,Links and Labeling,M2,"• LLink names with their destination pages should be matched
• Link phase shall be descriptive 
• Text links should be used rather than image links.
• App should indicate to users when a link has been visited. (e.g but not limited to color changes)
• Avoid using the following phrases: More info, Read more, Click here
• Use label element on form fields.
• Use ARIA Labels on custom user interfaces where required..

",Y,Y,,,,Y,,
213,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.4,Content (Graphics & Multimedia),QGWS-7.4.1,Multi-Media Content,M2,"Should provide accessible content for all multimedia content in both English and Arabic
For Audio-only and Video-only (Prerecorded):
• Prerecorded Video : Provide synchronized Caption (Sub-Title) with the video

• If online tools are used, the content will still be edited to make sure it is correct and avoid any inaccuracy.
• Videos with no speech/conversation will require editors to provide the relevant content describing the action taking place.
• The captioning must include descriptions accounting for audible outputs derived from the environment in the video (e.g. shutting of door, car engine ignition, gusting of wind, etc.)

• Prerecorded Audio: Provide Caption or Text Transcript.
• If Text Transcript is used, the link should be clearly labeled
• The alternative text content must include descriptions accounting for audible outputs derived from the environment in the audio (e.g. shutting of door, car engine ignition, gusting of wind, etc.)

• Provide Audio description / Narration where there is no spoken dialogue in videos
",Y,Y,,,,Y,,
214,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.4,Content (Graphics & Multimedia),QGWS-7.4.2,Images and Graphics,M2,"Should provide alternative text for all images and graphics, in both English and Arabic. The text alternative of an image used as a link or as a button should describe the functionality of the link or button rather than the visual image.

When using complex images; charts, flow charts and diagrams, use LONG description attribute in the image source tag linked to a text only equivalent webpage.
",Y,Y,,,,Y,,
215,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.5,Content (Information),QGWS-7.5.1,"Space, Alignment, and Consistency ",M2,"All web content shall use a simple, usable, visual layout of, and use a consistent style of presentation between pages.

Consistency: all important usable functions and content must be consistently placed on all web pages.
",Y,Y,,,,Y,,
216,QGWS-7,Accessibility,سهولة الوصول,QGWS-7.6,Content (Forms),QGWS-7.6.1,Using Forms ,M2,"Forms must be navigable and actable all the input device and in logical tab order.

Consistency: all important usable functions and content must be consistently placed on all web pages.
",Y,Y,,,,Y,,
217,QGWS-8,Search Engine Optimization (SEO),تحسين محرك البحث,QGWS-8.1,URL Persistence,QGWS-8.1.1,URL Design,M2,"• The directory structure of the URLs should be simple and logical.
• Always include main keywords/article title in URL
• Don’t merge words in URLs, always use hyphen to make it readable. 
Do: /apply-for-family-visa/
Don’t: /applyforfamilyvisa/",Y,,,,,Y,,
218,QGWS-8,Search Engine Optimization (SEO),تحسين محرك البحث,QGWS-8.1,URL Persistence,QGWS-8.1.2,Appropriate Usage of HTTPS Methods,M2,"• Enable SSL for the websites for high ranking in search engines.
• Gain the trust of portal visitors & stop portal from showing ""Not Secure"" In Browser.
",Y,,,,,Y,,
219,QGWS-8,Search Engine Optimization (SEO),تحسين محرك البحث,QGWS-8.1,URL Persistence,QGWS-8.1.3,Error handling and Status,M2,"• Configure the web server to give a meaningful and helpful 404 HTTP status code when the page doesn’t exist. 
• Use server-side 301 code to redirect the users from old page or old domain to new page or new domain.
",Y,,,,,Y,,
220,QGWS-8,Search Engine Optimization (SEO),تحسين محرك البحث,QGWS-8.2,Tags ,QGWS-8.2.1,Title Tags ,M2,"Each page should have a title tag with unique & relevant content, <title>text</title>",Y,,,,,Y,,
221,QGWS-8,Search Engine Optimization (SEO),تحسين محرك البحث,QGWS-8.2,Tags ,QGWS-8.2.2,Meta description tags,M2,Each page should have a meta description tag with unique & relevant content. e.g. <meta name=“description” content=“The Official Website of the Ministry of Transport and Communications”>,Y,,,,,Y,,
222,QGWS-8,Search Engine Optimization (SEO),تحسين محرك البحث,QGWS-8.2,Tags ,QGWS-8.2.3,Heading Tags,M2,There should be only one h1 tag per page. The tags are formatted from h1 (which is most important) to h6 (least important).,Y,,,,,Y,,
223,QGWS-8,Search Engine Optimization (SEO),تحسين محرك البحث,QGWS-8.3,Language Specific URLs,QGWS-8.3.1,English,M2,"Use different URLs for each language version of a page. 
Examples:
English, e.g. https://www.MOTC.gov.qa/en
Arabic, e.g. https://www.MOTC.gov.qa/ar/
",Y,,,,,Y,,
224,QGWS-8,Search Engine Optimization (SEO),تحسين محرك البحث,QGWS-8.3,Language Specific URLs,QGWS-8.3.2,Arabic,M2,"Use different URLs for each language version of a page. 
Examples:
English, e.g. https://www.MOTC.gov.qa/en
Arabic, e.g. https://www.MOTC.gov.qa/ar/
",Y,,,,,Y,,
225,QGWS-8,Search Engine Optimization (SEO),تحسين محرك البحث,QGWS-8.4,Empty Pages (Content less pages),QGWS-8.4.1,Empty Pages,M2,"No page in portal should be content-less, always write some description to help visitors & search engines understand the theme of the page. 
Example of content-less page: /wps/portal/MobileServices
",Y,,,,,Y,,
226,QGWS-8,Search Engine Optimization (SEO),تحسين محرك البحث,QGWS-8.5,Tracking Tools,QGWS-8.5.1,Tracking Tools,M2,"Below mentioned three tracking tools should be implemented before any portal/site is gone live otherwise we will lose the statistics for the time of non-availability of the tools.
1. GTM (Google Tag Manager)
2. Google Analytics
3. Google Search Console   
",Y,,,,,Y,,
